42056;-11.6719,26.7384;MA-11;Laayoune-Sakia El Hamra;Smara
0;-6.3264,34.5327;MA-04;Rabat-Salé-Kénitra;Coopérative Chriblat
0;-6.3260,34.5316;MA-04;Rabat-Salé-Kénitra;Coopérative Dakhla
0;-6.3254,34.5301;MA-04;Rabat-Salé-Kénitra;Coopérative Taziya
0;-6.3298,34.5272;MA-04;Rabat-Salé-Kénitra;Coopérative Slimaniya
0;-6.3232,34.5251;MA-04;Rabat-Salé-Kénitra;Lotissement Lhoda
0;-6.3084,34.5194;MA-04;Rabat-Salé-Kénitra;Laqyayra
0;-6.3207,34.5180;MA-04;Rabat-Salé-Kénitra;Labghadda
0;-6.3174,34.5121;MA-04;Rabat-Salé-Kénitra;Mazikhat
0;-6.3170,34.5101;MA-04;Rabat-Salé-Kénitra;Doumat
0;-6.3157,34.5080;MA-04;Rabat-Salé-Kénitra;Laghmara
0;-6.3153,34.5053;MA-04;Rabat-Salé-Kénitra;Lahjajma
0;-6.3208,34.5098;MA-04;Rabat-Salé-Kénitra;Lamtarfa
0;-6.3337,34.5101;MA-04;Rabat-Salé-Kénitra;Ferme Zriouite
0;-6.3612,34.5086;MA-04;Rabat-Salé-Kénitra;Lamtarfa
0;-6.3624,34.5021;MA-04;Rabat-Salé-Kénitra;Oulad Hssaine
0;-6.3096,34.5011;MA-04;Rabat-Salé-Kénitra;Oulad Jallal
0;-6.2869,34.5048;MA-04;Rabat-Salé-Kénitra;Oulad Sidi Lhadi
0;-6.2544,34.5107;MA-04;Rabat-Salé-Kénitra;Souassiyine Laakkal
0;-6.2510,34.5146;MA-04;Rabat-Salé-Kénitra;Oulad Bou Ali
0;-6.2832,34.5228;MA-04;Rabat-Salé-Kénitra;Oulad Ben Azzouz
0;-6.3048,34.5110;MA-04;Rabat-Salé-Kénitra;Laatamna
0;-6.3041,34.5243;MA-04;Rabat-Salé-Kénitra;Khilat
0;-6.2949,34.5270;MA-04;Rabat-Salé-Kénitra;Chriblat
0;-6.2837,34.5315;MA-04;Rabat-Salé-Kénitra;Douar Labnana
0;-6.2489,34.5342;MA-04;Rabat-Salé-Kénitra;Douar Bridjat
0;-6.2540,34.5389;MA-04;Rabat-Salé-Kénitra;Azib Ghoulane
0;-6.2638,34.5504;MA-04;Rabat-Salé-Kénitra;Coopérative Chtikiya
0;-6.2795,34.5393;MA-04;Rabat-Salé-Kénitra;Coopérative Lhaouara
0;-6.2608,34.6142;MA-04;Rabat-Salé-Kénitra;Lmaknassiya
0;-6.2632,34.6154;MA-04;Rabat-Salé-Kénitra;Laaridiya
0;-6.2696,34.6152;MA-04;Rabat-Salé-Kénitra;Lgharbaouiya
0;-6.2701,34.6133;MA-04;Rabat-Salé-Kénitra;Lhammadiya
0;-6.2958,34.6119;MA-04;Rabat-Salé-Kénitra;Coopérative Chabab
0;-6.3063,34.6165;MA-04;Rabat-Salé-Kénitra;Lamnasra
0;-6.2631,34.6167;MA-04;Rabat-Salé-Kénitra;Coopérative Lkhoums
0;-6.2671,34.6131;MA-04;Rabat-Salé-Kénitra;Laayyadiya
0;-6.2646,34.5487;MA-04;Rabat-Salé-Kénitra;Coopérative Chaqqafiya
0;-6.1141,34.9353;MA-04;Rabat-Salé-Kénitra;Oulad Bassam
0;-6.1223,34.8850;MA-04;Rabat-Salé-Kénitra;Douar Ghachcha Cha
0;-6.1206,34.9907;MA-04;Rabat-Salé-Kénitra;Lamjadba
0;-6.1164,34.9938;MA-04;Rabat-Salé-Kénitra;Dyar Lamjadba
0;-6.0860,34.9881;MA-04;Rabat-Salé-Kénitra;Dar Boushoufal
0;-6.3779,34.6890;MA-04;Rabat-Salé-Kénitra;Douar Bahhara Oulad Miloud
0;-6.3780,34.6855;MA-04;Rabat-Salé-Kénitra;Douar Ghrabat
0;-6.3903,34.6707;MA-04;Rabat-Salé-Kénitra;Douar Bahhara Oulad Bouchaayb
0;-6.3910,34.6590;MA-04;Rabat-Salé-Kénitra;Dar Ben Kasem Sellam
0;-6.3874,34.6570;MA-04;Rabat-Salé-Kénitra;Dar Jraf Lemaachi
0;-6.3979,34.6548;MA-04;Rabat-Salé-Kénitra;Douar Bourmad
0;-6.4112,34.6303;MA-04;Rabat-Salé-Kénitra;Douar Oulad Miloud
0;-6.2446,34.7455;MA-04;Rabat-Salé-Kénitra;Oulad Moulay Tayeb
0;-6.2476,34.7439;MA-04;Rabat-Salé-Kénitra;Zaalka
0;-6.2472,34.7422;MA-04;Rabat-Salé-Kénitra;Oulad Lenadan
0;-6.2408,34.7446;MA-04;Rabat-Salé-Kénitra;Oulad Chaybi
0;-6.2181,34.7457;MA-04;Rabat-Salé-Kénitra;Oulad Laalaoul
0;-6.2122,34.7464;MA-04;Rabat-Salé-Kénitra;Dar Ghayha
0;-6.2185,34.7432;MA-04;Rabat-Salé-Kénitra;Qaryet Dar Oueld Daouya
0;-6.2153,34.7390;MA-04;Rabat-Salé-Kénitra;Moulay Taher
0;-6.2140,34.7364;MA-04;Rabat-Salé-Kénitra;Dar Mohamed Oueld Jmila
0;-6.2063,34.7328;MA-04;Rabat-Salé-Kénitra;Oulad Brahim
0;-6.2120,34.7342;MA-04;Rabat-Salé-Kénitra;Zrarda
0;-6.2031,34.7210;MA-04;Rabat-Salé-Kénitra;Loujajna
0;-6.2252,34.7323;MA-04;Rabat-Salé-Kénitra;Dar Abdesslam Benlahniar
0;-6.2267,34.7292;MA-04;Rabat-Salé-Kénitra;Hminat
0;-6.2428,34.7199;MA-04;Rabat-Salé-Kénitra;Lammar
0;-6.2458,34.7170;MA-04;Rabat-Salé-Kénitra;Dar Larbi Allouchi
0;-6.2428,34.7034;MA-04;Rabat-Salé-Kénitra;Coopérative Lakhlifiya
0;-6.2429,34.7025;MA-04;Rabat-Salé-Kénitra;Coopérative Laabdelaouiya
0;-6.2437,34.7032;MA-04;Rabat-Salé-Kénitra;Chaabiya
0;-6.2466,34.7020;MA-04;Rabat-Salé-Kénitra;Lmasbahiya
0;-6.2450,34.6999;MA-04;Rabat-Salé-Kénitra;Coopérative Laabbaasiya
0;-6.2200,34.6715;MA-04;Rabat-Salé-Kénitra;Coopérative Lahssiniya
0;-6.2325,34.6662;MA-04;Rabat-Salé-Kénitra;Coopérative Doukaliya
0;-6.2358,34.6660;MA-04;Rabat-Salé-Kénitra;Coopérative Lmarbouhiya
0;-6.2029,34.6336;MA-04;Rabat-Salé-Kénitra;Coopérative Tadamoune
0;-6.1987,34.6363;MA-04;Rabat-Salé-Kénitra;Coopérative Marzaqa
0;-6.1882,34.6394;MA-04;Rabat-Salé-Kénitra;Coopérative Raja
0;-6.1828,34.6393;MA-04;Rabat-Salé-Kénitra;Coopérative Marzaqa
0;-6.1802,34.6373;MA-04;Rabat-Salé-Kénitra;Coopérative Saada
0;-6.1597,34.6276;MA-04;Rabat-Salé-Kénitra;Coopérative Natjaniya
0;-6.1563,34.6261;MA-04;Rabat-Salé-Kénitra;Coopérative Lhana
0;-6.1731,34.6423;MA-04;Rabat-Salé-Kénitra;Coopérative Najaaiya
0;-6.1738,34.6468;MA-04;Rabat-Salé-Kénitra;Coopérative Zahra
0;-6.1514,34.6517;MA-04;Rabat-Salé-Kénitra;Dar Lhaj Ariah
0;-6.1566,34.6525;MA-04;Rabat-Salé-Kénitra;Dar Bou Aicha
0;-6.1653,34.6548;MA-04;Rabat-Salé-Kénitra;Dar Ben Azzout
0;-6.1443,34.7073;MA-04;Rabat-Salé-Kénitra;Oulad Sidi Abbou
0;-6.1282,34.7110;MA-04;Rabat-Salé-Kénitra;Dar Alial Ben Charqi
0;-6.1241,34.7147;MA-04;Rabat-Salé-Kénitra;Dar Mohammed Ould Lhachmi
0;-6.1731,34.7156;MA-04;Rabat-Salé-Kénitra;Douar Zaouayat
0;-6.1603,34.7266;MA-04;Rabat-Salé-Kénitra;Douar Moussal
0;-6.1284,34.7282;MA-04;Rabat-Salé-Kénitra;Douar Azib Didoul
0;-6.1276,34.7318;MA-04;Rabat-Salé-Kénitra;Coopérative Farah
0;-6.1633,34.7460;MA-04;Rabat-Salé-Kénitra;Dar Mohamed Ochicil
0;-6.1718,34.7452;MA-04;Rabat-Salé-Kénitra;Dar Lkhamis Hssina
0;-6.2140,34.7329;MA-04;Rabat-Salé-Kénitra;Dar Oueld Chaoul
0;-9.6702,31.6211;MA-07;Marrakesh-Safi;El Fayda
0;-9.6731,31.6170;MA-07;Marrakesh-Safi;Douar Laazib
0;-9.6747,31.5963;MA-07;Marrakesh-Safi;Douar Hrabla
0;-6.0568,34.9641;MA-04;Rabat-Salé-Kénitra;Douar Missya
0;-6.0933,34.9294;MA-04;Rabat-Salé-Kénitra;Dhar Ajj
0;-6.1138,34.9263;MA-04;Rabat-Salé-Kénitra;Dar Lgharbi
0;-6.0846,34.9171;MA-04;Rabat-Salé-Kénitra;Badnaoua Harriri
0;-6.0603,34.9187;MA-04;Rabat-Salé-Kénitra;Qyasrria
0;-6.0564,34.9193;MA-04;Rabat-Salé-Kénitra;Oulad Ammar Zeuline
0;-6.0568,34.9215;MA-04;Rabat-Salé-Kénitra;Syabra
0;-6.0572,34.9272;MA-04;Rabat-Salé-Kénitra;Caidat Sidi Boubker El Haj
0;-6.1117,34.9015;MA-04;Rabat-Salé-Kénitra;Lakouanda
0;-6.1128,34.9011;MA-04;Rabat-Salé-Kénitra;Laazb
0;-6.0026,34.9113;MA-04;Rabat-Salé-Kénitra;Gualt Zargua
0;-6.0884,34.8745;MA-04;Rabat-Salé-Kénitra;Oulad Raghay
0;-6.0882,34.8802;MA-04;Rabat-Salé-Kénitra;Dar Ljaouhaa
0;-6.0081,34.8845;MA-04;Rabat-Salé-Kénitra;Hayt Jnane Dahhane
0;-6.0283,34.9063;MA-04;Rabat-Salé-Kénitra;Houmet Lghaba
0;-6.0276,34.9124;MA-04;Rabat-Salé-Kénitra;Lemagya
0;-6.0196,34.9144;MA-04;Rabat-Salé-Kénitra;Rousfaouel
0;-6.0138,34.9218;MA-04;Rabat-Salé-Kénitra;Oulad Omrane
0;-6.0319,34.9355;MA-04;Rabat-Salé-Kénitra;Doukala
0;-6.0200,34.9308;MA-04;Rabat-Salé-Kénitra;Lemnadra
0;-6.0464,34.9501;MA-04;Rabat-Salé-Kénitra;Oulad Mohamed
0;-6.0485,34.9535;MA-04;Rabat-Salé-Kénitra;Oulad Bel Fqib
0;-6.0452,34.9630;MA-04;Rabat-Salé-Kénitra;Oulad Amar
0;-6.0405,34.9631;MA-04;Rabat-Salé-Kénitra;Gam Goum
0;-6.0042,34.9950;MA-01;Tanger-Tetouan-Al Hoceima;Oulad Bourbie
0;-6.1681,35.1225;MA-01;Tanger-Tetouan-Al Hoceima;Rouafa
0;-6.1311,35.1200;MA-01;Tanger-Tetouan-Al Hoceima;Lahsasna
0;-6.1298,35.1051;MA-01;Tanger-Tetouan-Al Hoceima;Coopérative Smara
0;-6.1302,35.0981;MA-01;Tanger-Tetouan-Al Hoceima;Coopérative Haggouniya
0;-9.6834,31.5693;MA-07;Marrakesh-Safi;Dar Ait El Kouchi
0;-9.6823,31.5826;MA-07;Marrakesh-Safi;Jaddi Bou Ghanbour
0;-9.6807,31.5924;MA-07;Marrakesh-Safi;Ait Eddhar
0;-9.6898,31.5552;MA-07;Marrakesh-Safi;Ait Lahouayaj
0;-9.6859,31.5495;MA-07;Marrakesh-Safi;Ait Ben Jaddi
0;-9.6297,31.5451;MA-07;Marrakesh-Safi;Dar Abdellah Chaker
0;-9.6887,31.5404;MA-07;Marrakesh-Safi;Ait Hamdi
0;-9.6926,31.5305;MA-07;Marrakesh-Safi;Ait Ezzaatar
0;-9.6939,31.5243;MA-07;Marrakesh-Safi;Dar Ettanji Mohamed
0;-9.6993,31.5201;MA-07;Marrakesh-Safi;Ait Elloubane
0;-9.6407,31.5251;MA-07;Marrakesh-Safi;Douar Bou Achach
0;-9.6411,31.5174;MA-07;Marrakesh-Safi;Douar Ait Grimij
0;-9.6291,31.5219;MA-07;Marrakesh-Safi;Coopérative Téguemine Argane
0;-9.6308,31.5188;MA-07;Marrakesh-Safi;Coopérative Marjane D’huile D’argan
0;-9.6275,31.5176;MA-07;Marrakesh-Safi;Douar Omar Agazzar
0;-9.6278,31.5123;MA-07;Marrakesh-Safi;Ait Lemqaouaq
0;-9.6319,31.5136;MA-07;Marrakesh-Safi;Douar El Msassa
0;-9.6331,31.5095;MA-07;Marrakesh-Safi;Ait Ezzamahnr
0;-9.6333,31.4984;MA-07;Marrakesh-Safi;Douar Lqohaa
0;-9.7004,31.5042;MA-07;Marrakesh-Safi;Douar Taoubbalt
0;-9.6998,31.5009;MA-07;Marrakesh-Safi;Douar Laarab
0;-6.1758,35.0807;MA-01;Tanger-Tetouan-Al Hoceima;Lahouala
0;-6.1455,35.0560;MA-01;Tanger-Tetouan-Al Hoceima;Coopérative Louafaa
0;-6.1879,35.0479;MA-01;Tanger-Tetouan-Al Hoceima;Coopérative Oulad Skhar
0;-6.1868,35.0073;MA-01;Tanger-Tetouan-Al Hoceima;Braga
0;-6.1734,35.0227;MA-01;Tanger-Tetouan-Al Hoceima;Rjal Lafdal
0;-6.0834,35.2530;MA-01;Tanger-Tetouan-Al Hoceima;Douar Soayta
0;-6.0883,35.2532;MA-01;Tanger-Tetouan-Al Hoceima;El Odeiyine
0;-6.0762,35.2515;MA-01;Tanger-Tetouan-Al Hoceima;Douar Rouyal
0;-6.0807,35.2555;MA-01;Tanger-Tetouan-Al Hoceima;Douar Dacyane
0;-6.0785,35.2551;MA-01;Tanger-Tetouan-Al Hoceima;Haouniat Echarra
0;-4.4927,33.9419;MA-03;Fes-Meknes;Douar Ayt Mess’oud
0;-4.4634,33.9303;MA-03;Fes-Meknes;Douar Hassayne
0;-4.4568,33.9116;MA-03;Fes-Meknes;Zerdaba
0;-4.4958,33.8409;MA-03;Fes-Meknes;Zriba
0;-4.4950,33.8324;MA-03;Fes-Meknes;Boussania
0;-4.4520,33.8337;MA-03;Fes-Meknes;Dar El Ghlem
0;-6.0648,35.2519;MA-01;Tanger-Tetouan-Al Hoceima;Lemchirae
0;-6.0481,35.2578;MA-01;Tanger-Tetouan-Al Hoceima;Lhafa Lgharqa
0;-6.0593,35.2666;MA-01;Tanger-Tetouan-Al Hoceima;Marj Essoussi
0;-6.0597,35.2722;MA-01;Tanger-Tetouan-Al Hoceima;Tassalghoua
0;-6.0448,35.2926;MA-01;Tanger-Tetouan-Al Hoceima;Ras Loued
0;-4.4683,33.8355;MA-03;Fes-Meknes;Tissiwine
0;-6.0563,35.3107;MA-01;Tanger-Tetouan-Al Hoceima;Dchar Lonsa
0;-6.0409,35.3242;MA-01;Tanger-Tetouan-Al Hoceima;Lmerj
0;-6.0646,35.3434;MA-01;Tanger-Tetouan-Al Hoceima;Bnoniyene
0;-6.0498,35.3464;MA-01;Tanger-Tetouan-Al Hoceima;Sidi Massaoud
0;-6.0772,35.3467;MA-01;Tanger-Tetouan-Al Hoceima;Daya
0;-4.4691,33.7650;MA-03;Fes-Meknes;Douar Issensa
0;-4.4281,33.8147;MA-03;Fes-Meknes;Iffiriyne
0;-4.4253,33.8076;MA-03;Fes-Meknes;Douar Tinekht
0;-4.4211,33.8095;MA-03;Fes-Meknes;Douar Ayt Ahmed
0;-4.4234,33.8073;MA-03;Fes-Meknes;Douar Harmoumou
0;-6.0206,35.3268;MA-01;Tanger-Tetouan-Al Hoceima;Lhit Lqabli
0;-6.0067,35.3321;MA-01;Tanger-Tetouan-Al Hoceima;Gare De Peage
0;-4.4123,33.8470;MA-03;Fes-Meknes;Douar Tamda Irigh
0;-4.4065,33.8624;MA-03;Fes-Meknes;Lahma
0;-6.0252,35.2935;MA-01;Tanger-Tetouan-Al Hoceima;Douar Ain Qattae
0;-6.0036,35.2993;MA-01;Tanger-Tetouan-Al Hoceima;Titaya
0;-6.0260,35.2839;MA-01;Tanger-Tetouan-Al Hoceima;Douar Ennajarine
0;-4.4153,33.8850;MA-03;Fes-Meknes;Sidi ’Ali Bou Khzer
0;-4.4061,33.9072;MA-03;Fes-Meknes;Douar Msassa
0;-6.0509,35.3218;MA-01;Tanger-Tetouan-Al Hoceima;Douar Lebchirryine
0;-4.3806,33.9849;MA-03;Fes-Meknes;Alagh Nchannan
0;-4.3898,33.9926;MA-03;Fes-Meknes;Zerzia
0;-4.3657,33.9605;MA-03;Fes-Meknes;Douar Laryab
0;-4.3874,33.8691;MA-03;Fes-Meknes;Douar Tibkhbakhine
0;-4.3769,33.8055;MA-03;Fes-Meknes;Dar Bouziyane
0;-4.3705,33.8252;MA-03;Fes-Meknes;Ikerkarene
0;-4.4246,33.8019;MA-03;Fes-Meknes;Douar Zitduna
0;-4.3915,33.7836;MA-03;Fes-Meknes;Dar Hamra
0;-4.3715,33.7947;MA-03;Fes-Meknes;Tgharghour
0;-4.3771,33.8138;MA-03;Fes-Meknes;I’ttarene
0;-4.3869,33.8132;MA-03;Fes-Meknes;Fqir
0;-4.3517,33.8244;MA-03;Fes-Meknes;Douar Tighoulla
0;-4.3583,33.8352;MA-03;Fes-Meknes;Douar Tittawine
0;-4.3475,33.9141;MA-03;Fes-Meknes;Douar Bou Mehdi
0;-4.3299,33.9190;MA-03;Fes-Meknes;Douar Takharroubt
0;-4.3219,33.9017;MA-03;Fes-Meknes;Douar Zitouna
0;-4.3013,33.8488;MA-03;Fes-Meknes;Tidiatine
0;-4.3140,33.8473;MA-03;Fes-Meknes;Ayt Mattine
0;-4.2979,33.8471;MA-03;Fes-Meknes;Imetwane
0;-4.2976,33.7711;MA-03;Fes-Meknes;Douar Ech-Charf
0;-4.3538,33.7869;MA-03;Fes-Meknes;Lebrabra
0;-4.3615,33.8062;MA-03;Fes-Meknes;Qarbouçe
0;-4.3480,33.9571;MA-03;Fes-Meknes;Arzer El Ghiab
0;-4.3216,33.9425;MA-03;Fes-Meknes;Douar Tazemmourt
0;-4.3333,33.9922;MA-03;Fes-Meknes;Douar Tazeddacht
0;-4.3103,33.9941;MA-03;Fes-Meknes;Douar Jam’a
0;-4.3466,33.9697;MA-03;Fes-Meknes;Douar Tichout
0;-4.3094,33.9885;MA-03;Fes-Meknes;Mon’fre de Beni Seraj
0;-4.3070,33.9806;MA-03;Fes-Meknes;Douar Ayt Limama
0;-4.2888,33.9893;MA-03;Fes-Meknes;Douar Tighounam
0;-4.2859,33.9689;MA-03;Fes-Meknes;Douar Bou Askar
0;-4.2670,33.9935;MA-03;Fes-Meknes;Dar Kawane
0;-4.2536,33.8558;MA-03;Fes-Meknes;Douar Ihanounene
0;-4.2656,33.8222;MA-03;Fes-Meknes;Dar El Haffi
0;-4.3213,33.7510;MA-03;Fes-Meknes;Douar Tayda
0;-4.3475,33.7997;MA-03;Fes-Meknes;Charef
0;-4.2572,33.7761;MA-03;Fes-Meknes;Mon Fre
0;-4.3151,33.8163;MA-03;Fes-Meknes;Dar bou Hamed
0;-4.3624,33.9842;MA-03;Fes-Meknes;Douar Qaççarat
0;-5.6078,33.6124;MA-03;Fes-Meknes;Dar Sghir Driss
0;-5.6009,33.6152;MA-03;Fes-Meknes;Douar Ait Ou Daoud
0;-5.5845,33.6220;MA-03;Fes-Meknes;Dar Hammou El Hassan
0;-5.8401,33.7465;MA-04;Rabat-Salé-Kénitra;Ait El Ghazi
0;-5.8068,33.7388;MA-04;Rabat-Salé-Kénitra;Oullane
0;-5.7631,33.7426;MA-04;Rabat-Salé-Kénitra;Ait Bouddilit
0;-5.7788,33.7290;MA-04;Rabat-Salé-Kénitra;Dar Mohamed Ou Said
0;-5.7911,33.7206;MA-04;Rabat-Salé-Kénitra;Ait Aziza
0;-5.8318,33.7287;MA-04;Rabat-Salé-Kénitra;Iarouchene
0;-5.8494,33.7257;MA-04;Rabat-Salé-Kénitra;Ait Bouqannar
0;-5.8670,33.7127;MA-04;Rabat-Salé-Kénitra;Ait Youssef Ait Zbayer
0;-5.7657,33.7036;MA-04;Rabat-Salé-Kénitra;Ait Ali Mimoune
0;-5.7822,33.6902;MA-04;Rabat-Salé-Kénitra;Houderrane
0;-5.8275,33.6831;MA-04;Rabat-Salé-Kénitra;Tnine Tizitine
0;-5.7599,33.6807;MA-03;Fes-Meknes;Ait Massaoud
0;-5.8495,33.6712;MA-04;Rabat-Salé-Kénitra;Dar Malika Boubya
0;-5.8623,33.6709;MA-04;Rabat-Salé-Kénitra;Ait Lahssen
0;-5.8581,33.6606;MA-04;Rabat-Salé-Kénitra;Ait Amer Ou Ali
0;-5.8172,33.6602;MA-04;Rabat-Salé-Kénitra;Mhijiba
0;-5.7969,33.6617;MA-04;Rabat-Salé-Kénitra;Bouzaaboul
0;-5.7613,33.6531;MA-03;Fes-Meknes;Ait Boulmane
0;-5.7831,33.6463;MA-04;Rabat-Salé-Kénitra;Ait Bou Achouch
0;-5.7880,33.6562;MA-04;Rabat-Salé-Kénitra;Dar Krita
0;-5.8215,33.6579;MA-04;Rabat-Salé-Kénitra;Dar Azzouz Mohamed
0;-5.8602,33.6406;MA-04;Rabat-Salé-Kénitra;Ait Boughaddou
0;-5.8393,33.6320;MA-04;Rabat-Salé-Kénitra;Moghanim
0;-5.7938,33.6434;MA-04;Rabat-Salé-Kénitra;Dar Rqia Saleh
0;-5.8102,33.6325;MA-04;Rabat-Salé-Kénitra;Dar Mohamed El Bachir
0;-5.8170,33.6296;MA-04;Rabat-Salé-Kénitra;Lmoudir
0;-5.8676,33.6255;MA-04;Rabat-Salé-Kénitra;Qardouch
0;-5.8049,33.6364;MA-04;Rabat-Salé-Kénitra;Ijerma
0;-5.8531,33.6791;MA-04;Rabat-Salé-Kénitra;Ait Ali Moumene
0;-5.7947,33.7061;MA-04;Rabat-Salé-Kénitra;Ait Leghouali
0;-5.5846,33.6204;MA-03;Fes-Meknes;Dar Boukhari Thami
0;-5.5877,33.6099;MA-03;Fes-Meknes;Dar Arab
0;-5.6071,33.6075;MA-03;Fes-Meknes;Douar Izarar Touirklat
0;-5.5835,33.6020;MA-03;Fes-Meknes;Dar Bel Aid
0;-5.5922,33.5935;MA-03;Fes-Meknes;Dar Lghazali
0;-5.6087,33.5999;MA-03;Fes-Meknes;Douar Ali ou Daoud Touirklat
0;-5.6178,33.5932;MA-03;Fes-Meknes;Douar Ait sidi Aghbalou n-taleb
0;-5.5789,33.6112;MA-03;Fes-Meknes;Douar Ait Mimoune Ou Moussa
0;-5.5644,33.6208;MA-03;Fes-Meknes;Dar El Haj Driss Lghazi
0;-5.5643,33.5896;MA-03;Fes-Meknes;Douar Ait Yassine Agoulmane
0;-5.6012,33.5911;MA-03;Fes-Meknes;Dar Qchichich
0;-5.6076,33.5780;MA-03;Fes-Meknes;Dar Ben Allal
0;-5.6095,33.5748;MA-03;Fes-Meknes;Dar Laabadi Abdellah
0;-5.6135,33.5683;MA-03;Fes-Meknes;Dar Ben Said Hassan
0;-5.6216,33.5694;MA-03;Fes-Meknes;Douar Ait Msafer Lemnakher
0;-5.5892,33.5673;MA-03;Fes-Meknes;Douar Ait Msafer Msaraab
0;-5.6002,33.5712;MA-03;Fes-Meknes;Dar El Haj Mohamed
0;-5.5815,33.5736;MA-03;Fes-Meknes;Dar Driss ou El Caid
0;-5.5995,33.5587;MA-03;Fes-Meknes;Douar Ait Msafer
0;-5.6117,33.5393;MA-03;Fes-Meknes;Dar Hdidioui Mohamed
0;-5.5569,33.5394;MA-03;Fes-Meknes;Douar Ait Bou Hofra Bni Metar
0;-5.6184,33.5316;MA-03;Fes-Meknes;Dar Ou Baaziz Khalifa
0;-5.6121,33.5352;MA-03;Fes-Meknes;Dar Hdidioui Ali
0;-5.6220,33.5220;MA-03;Fes-Meknes;Douar Igouramne Aoujdad
0;-5.6185,33.5151;MA-03;Fes-Meknes;Douar Ait Berakni
0;-5.6197,33.5124;MA-03;Fes-Meknes;Douar Ait Abdessalam Bouchichi
0;-5.5857,33.5175;MA-03;Fes-Meknes;Dar Ait Said Ou Moussa
0;-5.5881,33.5224;MA-03;Fes-Meknes;Douar Igouramne Tiguelmamine
0;-5.5772,33.5296;MA-03;Fes-Meknes;Douar Ait Ali ou Daoud
0;-5.5661,33.5360;MA-03;Fes-Meknes;Douar Izarar Iguerouane
0;-5.5584,33.5221;MA-03;Fes-Meknes;Douar Ait Moha Tizi
0;-5.5590,33.5156;MA-03;Fes-Meknes;Dar Khelifa
0;-5.5642,33.5147;MA-03;Fes-Meknes;Douar Igouramne
0;-5.5569,33.5120;MA-03;Fes-Meknes;Dar Ambrik Ben Aissa
0;-5.5681,33.5095;MA-03;Fes-Meknes;Dar Driss Touati
0;-5.5718,33.5109;MA-03;Fes-Meknes;Douar Youssef
0;-5.6217,33.5018;MA-03;Fes-Meknes;Douar Ait Ikkou
0;-5.5893,33.5017;MA-03;Fes-Meknes;Douar Ait Lemsafer
0;-5.5945,33.4984;MA-03;Fes-Meknes;Douar Izarar
0;-5.5856,33.4978;MA-03;Fes-Meknes;Dar Mouha Ou Assou
0;-5.5822,33.5000;MA-03;Fes-Meknes;Douar Coopérative Bou Thamrit
0;-5.5627,33.5073;MA-03;Fes-Meknes;Douar Ait Ou Zahra
0;-5.5506,33.5096;MA-03;Fes-Meknes;Douar Ait Ichou
0;-5.5504,33.5054;MA-03;Fes-Meknes;Douar Ait Bou Halloufa
0;-5.5339,33.5002;MA-03;Fes-Meknes;Douar Ait Kacem Ou Haddou
0;-5.5097,33.5102;MA-03;Fes-Meknes;Douar Mohamed Ou Ali Ou Haddou
0;-5.5030,33.5114;MA-03;Fes-Meknes;Douar Ait Ou Azizi
0;-5.5120,33.5124;MA-03;Fes-Meknes;Dar Ali ou Raihou
0;-5.5053,33.5156;MA-03;Fes-Meknes;Ahayzoune
0;-5.5024,33.5163;MA-03;Fes-Meknes;Dar El Houssine
0;-5.5031,33.5173;MA-03;Fes-Meknes;Dar Majdoub Lahsen
0;-5.5106,33.5365;MA-03;Fes-Meknes;Douar Bou Kaaba
0;-5.5172,33.5319;MA-03;Fes-Meknes;Douar Bou Kaaba
0;-5.5343,33.5570;MA-03;Fes-Meknes;Dar Ait Cheikh Miloud
0;-5.5399,33.5572;MA-03;Fes-Meknes;Dar Bou Mehdi El Houssine
0;-5.5512,33.5834;MA-03;Fes-Meknes;Douar Ait Yassine
0;-5.5557,33.5849;MA-03;Fes-Meknes;Douar Ait Fadel
0;-5.5465,33.5932;MA-03;Fes-Meknes;Sonda
0;-5.5521,33.5956;MA-03;Fes-Meknes;Dar Abdelkader
0;-5.5026,33.6032;MA-03;Fes-Meknes;Douar Iksasene
0;-5.5114,33.5024;MA-03;Fes-Meknes;Douar Ait Yahya ou Alla
0;-5.7212,33.7211;MA-03;Fes-Meknes;Ait Allakou
0;-5.7269,33.7276;MA-03;Fes-Meknes;Ouchket
0;-5.7416,33.7252;MA-04;Rabat-Salé-Kénitra;Chroub Ou Sannad
0;-5.6937,33.7482;MA-03;Fes-Meknes;Coopérative El Aissaouiya
0;-5.6878,33.7419;MA-03;Fes-Meknes;Coopérative El Hamdouehiya
0;-5.6860,33.7316;MA-03;Fes-Meknes;Coopérative El Hamdouchiya
0;-5.6902,33.6870;MA-03;Fes-Meknes;Taarabat
0;-5.7416,33.6754;MA-03;Fes-Meknes;Ait Massaoud
0;-5.7300,33.6705;MA-03;Fes-Meknes;Tazemmourt
0;-5.7310,33.6710;MA-03;Fes-Meknes;Ait Ouissaadane
0;-5.7228,33.6610;MA-03;Fes-Meknes;Ait Zogga Jbel
0;-5.7100,33.6723;MA-03;Fes-Meknes;Ait Mouzoune
0;-5.6981,33.6626;MA-03;Fes-Meknes;Dar Oulbaraka
0;-5.6861,33.6664;MA-03;Fes-Meknes;Ait Hnini
0;-5.6980,33.6583;MA-03;Fes-Meknes;Ait El Mahjoub
0;-5.7056,33.6637;MA-03;Fes-Meknes;Tazibout
