19424;-14.8167,11.7333;GW-01;Bafatá;Xitole
0;-14.7167,11.6500;GW;;Máximo
0;-14.6167,12.1500;GW;;Maúndè Meta
0;-14.3667,12.2833;GW;;Maundé Candé
0;-13.9833,12.4167;GW;;Maudo Tabael
0;-15.1861,12.4869;GW-04;Oio;Mato Vaz
0;-14.9167,12.0833;GW;;Mato Madeira
0;-15.2333,12.5167;GW;;Mato Grande
0;-15.4000,11.7167;GW;;Mato Grande
0;-15.1833,11.2667;GW;;Mato Farroba
0;-16.3994,12.3492;GW-06;Cacheu;Mato de Elia
0;-14.9167,12.0500;GW;;Mato de Cão
0;-16.3233,12.3775;GW-06;Cacheu;Mato Colage
0;-15.5089,12.3456;GW-04;Oio;Matar
0;-15.7667,12.1500;GW;;Mátar
0;-15.9592,12.3383;GW-06;Cacheu;Mata Galinha
0;-16.3153,12.1517;GW-06;Cacheu;Mata de Ucó
0;-14.7833,12.5333;GW;;Massa
0;-15.6667,12.3833;GW;;Marsasse
0;-15.5667,11.5667;GW;;Marsasse
0;-15.6667,11.8500;GW;;Marim
0;-14.1333,11.8667;GW;;Màriá
0;-14.1333,12.5167;GW;;Maréuè
0;-14.3500,12.5333;GW;;Marecunda
0;-15.4028,12.3389;GW-04;Oio;Marecunda
0;-14.8333,12.4000;GW;;Marcel
0;-14.5333,12.2500;GW;;Maraquissa
0;-14.5667,12.0333;GW;;Maraquissa
0;-15.3639,12.3086;GW-04;Oio;Maquèzinho
0;-15.3883,12.2925;GW-04;Oio;Maqué
0;-15.3000,12.2167;GW;;Maqué
0;-14.5333,12.2500;GW;;Maonga
0;-15.0678,12.3033;GW-04;Oio;Mantida
0;-15.1131,12.1050;GW;;Mantem
0;-15.3200,12.1056;GW-04;Oio;Mantefa
0;-14.6000,12.5333;GW;;Mantasegui
0;-15.3333,11.8333;GW;;Mantampa
0;-14.9500,12.1833;GW;;Mansoná
0;-15.1475,12.3089;GW-04;Oio;Mansomine
0;-14.8833,12.1833;GW;;Mansomine
0;-15.2156,12.2642;GW-04;Oio;Mansodé
9422;-15.3189,12.0733;GW-04;Oio;Mansôa
0;-14.8000,12.4500;GW;;Mansidi
0;-15.1708,12.2728;GW-04;Oio;Mansasunto
0;-15.2667,12.1333;GW;;Mansancrim
0;-14.8333,11.8833;GW;;Mansambo
0;-15.4297,12.4569;GW-04;Oio;Mansalia
0;-14.3333,12.4333;GW;;Mansajã
0;-14.9333,12.3500;GW;;Mansaina
0;-14.0333,12.6000;GW;;Mansacunda Sinchã
0;-14.0167,12.6167;GW;;Mansacunda Maundè
0;-15.4047,12.4594;GW-04;Oio;Mansacunda
0;-15.6689,12.3725;GW-06;Cacheu;Mansacunda
0;-15.3847,12.2117;GW-04;Oio;Mansabandim
0;-15.1972,12.1500;GW-04;Oio;Mansabandim
0;-15.0000,11.0667;GW;;Mansabaco
5964;-15.1828,12.2919;GW-04;Oio;Mansabá
0;-15.4333,11.4500;GW;;Mansabá
0;-14.8333,12.4000;GW;;Manjanom
0;-15.0864,12.4475;GW-04;Oio;Maninhã
0;-15.0997,12.2928;GW-04;Oio;Manhau
0;-16.1722,12.0817;GW-06;Cacheu;Mánhal
0;-15.9717,12.4297;GW-06;Cacheu;Mangômuca
0;-15.0167,11.8167;GW;;Mangai
0;-15.5619,12.0678;GW-04;Oio;Manga
0;-15.7333,12.0333;GW;;Manga
0;-14.9000,12.5167;GW;;Manfonhe
0;-15.3436,12.4419;GW-04;Oio;Manecunda
0;-14.4500,12.2500;GW;;Mandonhe
0;-15.1936,12.1708;GW-04;Oio;Mandingará
0;-14.8167,12.3167;GW;;Mandem
0;-15.3000,12.1167;GW;;Mancofine
0;-14.1167,12.2667;GW;;Mancanji
0;-15.3167,12.0833;GW;;Mancalã
0;-14.5833,12.4667;GW;;Manatò
0;-15.3500,12.2500;GW;;Manambo
0;-15.4167,12.2667;GW;;Manaca Mancanha
0;-15.3289,12.2456;GW-04;Oio;Manaca
0;-14.9000,12.0833;GW;;Manà
0;-15.1333,11.4333;GW;;Mampatual
0;-15.5056,12.4997;GW-06;Cacheu;Mampatás
0;-14.2667,12.3000;GW;;Mampatá Duló
0;-14.6167,11.5167;GW;;Mampatá Bacirgo
0;-14.4833,12.4667;GW;;Mampatá
0;-14.6833,12.2833;GW;;Mampatá
0;-14.7500,12.2167;GW;;Mampatá
0;-15.1833,11.6833;GW;;Mampatá
0;-14.8167,11.5500;GW;;Mampatá
0;-15.1500,11.5333;GW;;Mampatá
0;-14.7000,11.6333;GW;;Mampalá
0;-15.2011,12.2469;GW-04;Oio;Mamboncò
0;-16.1481,12.4219;GW-06;Cacheu;Mambaiã
0;-14.6000,12.0000;GW;;Mamanjai
0;-14.2000,12.3500;GW;;Mamadu Mólô
0;-14.6833,12.0167;GW;;Mamaconom
0;-15.8275,12.3197;GW-06;Cacheu;Malipante
0;-14.8167,11.5667;GW;;Máliguê
0;-14.5833,11.9333;GW;;Mali Bula
0;-14.7833,11.5500;GW;;Malíbula
0;-15.4786,12.4300;GW-04;Oio;Malibolom
0;-14.9000,12.0500;GW;;Malandim
0;-15.3814,12.1744;GW-04;Oio;Malafo
0;-15.0331,12.0156;GW-04;Oio;Malafo
0;-14.6667,12.2667;GW;;Maherjò
0;-14.4500,12.2667;GW;;Mafanco
0;-14.4500,12.0167;GW;;Madina Xáquili
0;-13.8167,12.5833;GW;;Madina Uoloto
0;-14.9500,11.8500;GW;;Madina Tenhegi
0;-14.0000,12.3000;GW;;Madina Tambachá
0;-14.7167,11.6833;GW;;Madina Tabage
0;-14.3167,12.3000;GW;;Madina Sori
0;-14.4000,12.2667;GW;;Madina Sori
0;-14.6167,12.4333;GW;;Madina Sara
0;-14.1333,12.5000;GW;;Madina Samba Seidi
0;-15.0333,12.6667;GW;;Madina Samba Balè
0;-14.5000,12.5667;GW;;Madina Samba
0;-14.4500,12.4667;GW;;Madina Samba
0;-14.4667,12.4000;GW;;Madina Samba
0;-14.0500,12.6667;GW;;Madina Quêuto
0;-14.6500,12.1833;GW;;Madina Queque
0;-14.4833,12.2833;GW;;Madina Quemadi
0;-13.9167,12.6333;GW;;Madina Quélefà
0;-14.5667,12.1833;GW;;Madina Quejau
0;-14.2333,12.1500;GW;;Madina Nhaáda
0;-14.1667,12.6500;GW;;Madina Mori
0;-14.6833,12.2667;GW;;Madina Mansali
0;-15.2875,12.4064;GW-04;Oio;Madina Mandinga
0;-15.2597,12.3728;GW-04;Oio;Madina Mandinga
0;-14.0833,12.2500;GW;;Madina Mandinga
0;-14.3333,12.6167;GW;;Madina Mamadu Sanussi
0;-14.5833,11.9000;GW;;Madina Mamadu
0;-14.2833,12.4333;GW;;Madina Malã
0;-14.7833,12.5167;GW;;Madina Jama
0;-14.0667,12.2667;GW;;Madina Jalíbè
0;-15.1833,11.1833;GW;;Madina Jacanca
0;-14.6333,12.3500;GW;;Madina Iobà
0;-14.2833,12.5500;GW;;Madina Ierò Baldè
0;-15.2500,12.3833;GW;;Madina Fula
0;-14.6500,12.4667;GW;;Madina Fodè
0;-14.7000,11.9667;GW;;Madina Fali
0;-14.6333,12.0333;GW;;Madinael
0;-14.4500,11.6167;GW;;Madina Dongo
11750;-14.2113,11.7477;GW-10;Gabú;Madina do Boé
0;-14.4667,12.6667;GW;;Madina Demba Seidi
0;-14.4000,12.2500;GW;;Madina Demba Gano
0;-15.1667,11.5500;GW;;Madina de Cima Beafada
0;-15.1667,11.5333;GW;;Madina de Cima Balanta
0;-15.0500,11.2167;GW;;Madina de Cantanhez
0;-14.9833,11.0333;GW;;Madina de Camissorã
0;-15.4500,11.4000;GW;;Madina de Baixo
0;-14.9500,11.9500;GW;;Madina Colhida
0;-15.0333,11.0500;GW;;Madina Cabonepo
0;-14.3167,12.3333;GW;;Madina Boé
0;-14.2000,12.5333;GW;;Madina Bôcar
0;-14.6333,11.9000;GW;;Madina Bina
0;-14.4667,12.5333;GW;;Madina Bantael
0;-14.9333,12.2333;GW;;Madina Banjara
0;-14.0667,12.1333;GW;;Madina Balaquebo
0;-14.0667,12.2667;GW;;Madina Bailóbè
0;-14.3000,12.5500;GW;;Madina Bacari
0;-14.7333,11.9500;GW;;Madina Ali
0;-14.7333,12.2500;GW;;Madina Alage
0;-14.8333,12.6833;GW;;Madina
0;-14.7000,12.5333;GW;;Madina
0;-15.1986,12.5089;GW-04;Oio;Madina
0;-16.1833,12.4333;GW;;Madina
0;-15.8167,12.4167;GW;;Madina
0;-14.6000,12.2333;GW;;Madina
0;-15.5833,12.1000;GW;;Madina
0;-14.9833,12.0667;GW;;Madina
0;-14.7167,12.0667;GW;;Madina
0;-15.3469,12.0244;GW-04;Oio;Madina
0;-14.8833,11.9333;GW;;Madina
0;-15.2667,11.7833;GW;;Madina
0;-14.9833,11.6500;GW;;Madina
0;-15.2500,11.3000;GW;;Madina
0;-14.8833,11.2000;GW;;Madina
0;-15.6500,12.1167;GW;;Madelife
0;-14.9667,11.7833;GW;;Madeba
0;-15.3156,12.1939;GW-04;Oio;Madane
0;-15.7333,12.1833;GW;;Maco
0;-14.2833,12.4167;GW;;Macájè
0;-14.2333,12.2500;GW;;Macademba
0;-15.7333,12.3125;GW-06;Cacheu;Maca
0;-15.3333,12.3000;GW;;Maca
0;-15.3333,12.3167;GW;;Mábar
0;-15.4333,12.2167;GW;;Mábar
0;-14.2000,12.5500;GW;;Lumbutugo
0;-14.1167,11.8000;GW;;Luguré
0;-13.8500,11.8000;GW;;Lugajole
0;-15.3283,12.3758;GW-04;Oio;Lubacunda
0;-15.3167,12.0667;GW;;Luanda
0;-15.4833,11.5833;GW;;Luanda
0;-15.3500,11.7500;GW;;Louvado
0;-15.3833,12.1167;GW;;Loré
0;-16.0500,12.0500;GW;;Lompate
0;-15.3167,12.0667;GW;;Lomé
0;-15.2683,12.0317;GW-04;Oio;Locher
0;-14.1833,12.1500;GW;;Liporo
0;-15.5500,12.2333;GW;;Lípete
0;-14.1000,11.7167;GW;;Limbi Mangatamba
0;-14.0833,11.7333;GW;;Limbi Afià
0;-15.6064,12.4008;GW-06;Cacheu;Limane
0;-15.5589,12.2653;GW-04;Oio;Libari
0;-16.2333,12.0667;GW;;Liã
0;-15.4167,12.3833;GW;;Leto
0;-15.3958,12.3778;GW-04;Oio;Leto
0;-14.4667,12.6667;GW;;Lenquetó
0;-14.6667,12.5333;GW;;Lenquetó
0;-15.3333,12.4667;GW;;Lenquetó
0;-13.7500,12.3833;GW;;Lenquetó
0;-14.7167,11.6167;GW;;Lenquetó
0;-14.3833,12.3500;GW;;Lenqueteel
0;-14.3500,12.3500;GW;;Lenquetè
0;-14.2000,12.2833;GW;;Lenquerim
0;-14.8000,12.6667;GW;;Lenquebembè
0;-14.9333,11.4667;GW;;Lenguel
0;-14.6000,12.5500;GW;;Lengueel
0;-13.8000,12.3833;GW;;Lengueel
0;-15.4853,12.2003;GW-04;Oio;Lendene
0;-15.0833,11.2667;GW;;Lauchandè
0;-15.4472,12.0769;GW-04;Oio;Late
0;-14.9333,11.9667;GW;;Lântar
0;-14.8667,12.5500;GW;;Lamoi
0;-15.0814,12.2233;GW-04;Oio;Lamoi
0;-14.5000,12.2500;GW;;Lamo Coli
0;-15.2347,12.6522;GW;;Lambã
0;-15.1667,11.6667;GW;;Lamanezinho
0;-15.1833,11.6833;GW;;Lamane
0;-15.3500,11.6333;GW;;Lala de Cima
0;-15.3667,11.6333;GW;;Lala de Baixo
0;-15.5000,11.6000;GW;;Lala Balanta
0;-16.4486,12.2494;GW-06;Cacheu;Lala
0;-15.5167,11.6000;GW;;Lala
0;-15.3833,11.5000;GW;;Lala
0;-15.4500,11.6500;GW;;Junqueira
0;-15.6556,12.1553;GW-06;Cacheu;Jundum
0;-15.0833,12.5833;GW;;Jumbembem
0;-15.0939,12.5736;GW-04;Oio;Jumbembem
0;-14.4333,12.3500;GW;;Jumbembem
0;-16.1650,12.3981;GW-06;Cacheu;Jugul
0;-16.1608,12.4097;GW-06;Cacheu;Jugul
0;-15.5175,12.0050;GW-04;Oio;Jugudul Com
0;-15.3336,12.0469;GW-04;Oio;Jugudul
0;-16.4358,12.2044;GW-06;Cacheu;Jufunco
0;-15.0833,12.4333;GW;;Jufará
0;-15.3333,11.8000;GW;;Jufá
0;-15.9494,12.2494;GW-06;Cacheu;Jopá
0;-15.4167,12.4333;GW;;Jongo
0;-14.9833,12.5333;GW;;Jongali
0;-14.0833,12.5167;GW;;Jomelcunda
0;-14.9000,11.8333;GW;;Jombocari
0;-15.6167,11.9000;GW;;Jolô Papel
0;-15.6167,11.9000;GW;;Jolô Balanta
0;-15.8614,12.2244;GW-06;Cacheu;Jolmete
0;-15.8833,11.9000;GW;;Jogró
0;-15.5833,11.9000;GW;;Jogró
0;-15.7667,11.8500;GW;;Jogró
0;-15.2833,12.3667;GW;;Joboiá
0;-16.3986,12.2853;GW-06;Cacheu;Jobel
0;-16.1047,12.3706;GW-06;Cacheu;Joaquim Bor
0;-15.4167,11.5833;GW;;João Monteirozinho
0;-15.4167,11.5500;GW;;João Monteiro
0;-16.1881,12.4281;GW-06;Cacheu;Jinhalcunda
0;-15.3094,12.0261;GW-04;Oio;Jimba
0;-14.3667,11.7833;GW;;Jifim
0;-14.2000,12.3000;GW;;Jibata
0;-15.7919,12.3231;GW-06;Cacheu;Jétuntum
0;-15.8961,12.0067;GW-06;Cacheu;Jete
0;-15.9233,12.0283;GW-06;Cacheu;Jetã
0;-15.0500,11.2333;GW;;Jemberem
0;-14.9333,12.6333;GW;;Jemadé
0;-16.2153,12.4378;GW-06;Cacheu;Jegue
0;-14.2167,12.4667;GW;;Jaucunda
0;-14.6167,12.0167;GW;;Jaubèsutu
0;-14.6167,12.0333;GW;;Jaubècuta
0;-15.5833,11.5500;GW;;Jau
0;-14.2833,11.6833;GW;;Jatadaca
0;-14.1000,12.4667;GW;;Jã Sajo
0;-14.7500,12.4667;GW;;Jarto
0;-14.1833,11.6833;GW;;Jaribe
0;-14.8500,11.7500;GW;;Jarga Vida
0;-13.7500,12.3167;GW;;Jareme
0;-14.7833,12.2667;GW;;Janha
0;-15.7833,11.9667;GW;;Janglar
0;-14.0000,12.3500;GW;;Jancoro
0;-14.3833,12.4667;GW;;Janá Iáià
0;-14.3000,12.5167;GW;;Janã
0;-14.7000,12.0333;GW;;Jana
0;-14.8667,11.2167;GW;;Jana
0;-16.1047,12.4156;GW-06;Cacheu;Jamossé
0;-14.1000,12.3167;GW;;Jameboro
0;-14.7000,12.5333;GW;;Jambur
0;-14.6833,12.5167;GW;;Jambur
0;-15.5167,12.5000;GW;;Jambacunda
0;-16.0814,12.4619;GW-06;Cacheu;Jambacosse
0;-15.5894,12.4306;GW-06;Cacheu;Jambã
0;-14.5667,12.2667;GW;;Jamacuta
0;-14.9333,12.6833;GW;;Jaljalto
0;-14.5500,12.0500;GW;;Jalamã
0;-15.6167,11.8833;GW;;Jal
0;-15.7667,11.8500;GW;;Jal
0;-14.3000,12.3167;GW;;Jai Sambálô
0;-14.4833,12.4000;GW;;Jaimanto
0;-14.1333,12.3167;GW;;Jaima
0;-14.7333,11.5333;GW;;Jai Juli
0;-15.4333,12.3333;GW;;Jagali Mancanha
0;-15.4383,12.3594;GW-04;Oio;Jagali Balanta
0;-15.4394,12.3469;GW-04;Oio;Jagali
0;-14.9667,12.6000;GW;;Jafo
0;-14.8000,12.1167;GW;;Jada
0;-14.1333,12.2833;GW;;Jácunda
12395;-14.5500,12.3167;GW;;Jabicunda
0;-14.9000,11.1667;GW;;Jabicunda
0;-15.2708,12.5794;GW-04;Oio;Jabicó
0;-14.1500,11.8000;GW;;Jábia
0;-14.5667,12.5000;GW;;Jabel
0;-15.4678,12.3161;GW-04;Oio;Jabel
0;-15.3333,11.8667;GW;;Jabadá Mancanha
0;-15.3000,11.8000;GW;;Jabadá Beafada
0;-14.6833,12.2500;GW;;Jabadá
0;-14.7000,11.9833;GW;;Jabadá
0;-15.3500,11.8833;GW;;Jabadá
0;-15.3000,11.7500;GW;;Jaba
0;-15.5369,12.1853;GW-04;Oio;Iusse
0;-15.3833,11.7667;GW;;Iusse
0;-15.1667,11.2833;GW;;Iusse
0;-15.6000,12.2833;GW;;Iurum
0;-15.5833,12.0000;GW;;Iuncume
0;-14.0500,12.6167;GW;;Iufaná
0;-16.3167,11.5000;GW;;Iticunda
0;-15.3256,12.2586;GW-04;Oio;Iracunda
0;-15.2378,12.4300;GW-04;Oio;Irabato
0;-15.5019,12.3072;GW-04;Oio;Iongotô
0;-15.1500,12.4042;GW-04;Oio;Ionfarim
0;-16.0731,12.0281;GW-06;Cacheu;Iolabute
0;-15.6833,11.9833;GW;;Intusso
0;-15.6500,11.9000;GW;;Intusso
0;-15.2667,11.4667;GW;;Intusso
0;-15.4833,11.3833;GW;;Intindumbo
0;-15.5833,11.5500;GW;;Intim
0;-15.6667,11.9833;GW;;Inticlim
0;-15.6178,12.0372;GW-04;Oio;Intente
0;-15.4667,11.7333;GW;;Intente
0;-15.7056,12.0325;GW-06;Cacheu;Intatelai
0;-16.0500,11.8000;GW;;Intale
0;-15.4833,11.5833;GW;;Intachá
0;-15.6047,12.2111;GW-04;Oio;Insumeté
0;-15.4042,12.1517;GW-04;Oio;Insontão
0;-15.7667,11.8167;GW;;Insiquil
0;-15.5822,12.1803;GW-04;Oio;Insantaque
0;-15.4833,12.0667;GW;;Insanhe
0;-15.6000,11.8500;GW;;Insã
0;-15.7667,12.0333;GW;;Inquir
0;-15.5661,12.2019;GW-04;Oio;Inquida
0;-15.4036,12.1208;GW-04;Oio;Inquida
0;-15.5300,12.0325;GW-04;Oio;Inquida
0;-15.6720,11.2960;GW;;Inorei
0;-15.3667,12.0667;GW;;Injasse
0;-14.9833,11.7500;GW;;Injassane Beafada
0;-14.9833,11.7500;GW;;Injassane Balanta
0;-16.0667,11.7667;GW;;Injante
0;-15.6167,12.4000;GW;;Injafo
0;-15.7500,11.2000;GW;;Inhoda
0;-16.3000,12.1167;GW;;Inhangabute
0;-15.0167,11.0333;GW;;Inhafe
0;-15.7908,12.4278;GW-06;Cacheu;Ingorèzinho
9189;-15.7975,12.4053;GW-06;Cacheu;Ingoré
0;-15.3828,12.1072;GW-04;Oio;Infandre
0;-15.6181,12.1775;GW-04;Oio;Infaide
0;-15.4825,12.0850;GW-04;Oio;Infaide
0;-15.3836,12.1878;GW-04;Oio;Indíngarà
0;-15.5103,12.2881;GW-04;Oio;Indendem
0;-15.7167,11.2833;GW;;Indena
0;-15.5542,12.4400;GW-06;Cacheu;Indaia
0;-15.7500,11.8000;GW;;Incumba
0;-15.2000,11.4500;GW;;Incomené Manjaco
0;-15.2167,11.4333;GW;;Incomené Balanta
0;-15.3514,12.1953;GW-04;Oio;Inchula
0;-14.9000,11.7667;GW;;Inchandanga Beafada
0;-14.9000,11.7833;GW;;Inchandanga Balanta
0;-14.9333,11.7333;GW;;Incassol
0;-15.1000,11.3667;GW;;Incalá
0;-15.1667,11.2833;GW;;Impúngueda
0;-15.6500,11.9833;GW;;Impele
0;-15.6333,11.8833;GW;;Impatemane Papel
0;-15.6167,11.8833;GW;;Impatemane Balanta
0;-15.4961,12.0592;GW-04;Oio;Impasse
0;-14.5000,12.0833;GW;;Imiló
0;-15.0833,11.4833;GW;;Imbunga
0;-16.0333,11.0500;GW;;Imbone
0;-15.4472,12.0869;GW-04;Oio;Imboé
0;-15.6167,11.9333;GW;;Imbássina
0;-15.7500,11.9000;GW;;Ilondé
0;-15.5333,11.6833;GW;;Ilhéu do Mancebo
0;-15.3000,11.3167;GW;;Ilhéu do Cote
0;-15.3167,11.3000;GW;;Ilhéu do Cote
0;-15.2333,11.0167;GW;;Ilhéu de Melo
0;-15.3000,11.1833;GW;;Ilhéu de Catame
0;-15.4667,11.6333;GW;;Ilha das Cobras
0;-16.4694,12.2306;GW-06;Cacheu;Igim
0;-15.8000,12.1167;GW;;Igate
0;-14.3833,12.2833;GW;;Iero Uri
0;-14.6833,11.5333;GW;;Iero Uri
0;-14.8000,12.2000;GW;;Iero Sunto
0;-14.4833,12.0667;GW;;Ierosálè
0;-14.9000,11.5333;GW;;Iero Saldè
0;-14.4500,12.0167;GW;;Iero Ori
0;-14.8000,12.0167;GW;;Iero Nhapa
0;-14.3333,12.4000;GW;;Ieromaro
0;-14.0833,12.3000;GW;;Ieromaro
0;-14.0833,12.2833;GW;;Ieromaro
0;-13.7500,12.4667;GW;;Iero Malè
0;-14.8500,11.5333;GW;;Ieroiel
0;-14.3167,12.3833;GW;;Iero Embalô
0;-14.6167,11.8833;GW;;Iero Eguè
0;-14.4167,12.4500;GW;;Ierocunda
0;-14.7167,11.9833;GW;;Ierobula
0;-14.8000,11.4500;GW;;Iero Bérè
0;-14.4667,12.1667;GW;;Ierobane
0;-14.5667,12.1167;GW;;Ierobane
0;-14.2667,12.5000;GW;;Ierobàcunda
0;-14.7167,11.5333;GW;;Iero Aine
0;-14.4000,11.8000;GW;;Ièiel
0;-14.4000,11.8000;GW;;Iégi
0;-14.4000,12.3667;GW;;Ida Mandinga
0;-14.3833,12.3667;GW;;Ida Fula
0;-14.8167,12.4000;GW;;Ida
0;-14.8833,11.1833;GW;;Ida
0;-15.0167,11.0167;GW;;Iastem
0;-15.3483,12.2297;GW-04;Oio;Iarom
0;-15.3169,12.2328;GW-04;Oio;Iarom
0;-14.9667,12.0333;GW;;Iaricunda
0;-15.5158,12.3589;GW-04;Oio;Iarã
0;-15.2500,11.4667;GW;;Ianguê
0;-15.5514,12.3378;GW-04;Oio;Ianganã
0;-15.6833,12.2167;GW;;Ianganã
0;-14.7833,12.0167;GW;;Iama
0;-16.0500,11.8500;GW;;Iàfá
0;-15.5333,12.3667;GW;;Iador
0;-14.2333,12.3833;GW;;Hudá
0;-14.1500,12.3333;GW;;Hèlacunda
0;-14.1667,12.3167;GW;;Hadi
0;-15.0783,12.3336;GW-04;Oio;Gussará
0;-14.8333,12.0667;GW;;Gussará
0;-14.6167,12.3833;GW;;Guro
0;-16.0333,12.4167;GW;;Gurimol
0;-14.7500,12.2667;GW;;Guriel
0;-14.7500,11.6333;GW;;Gunti
0;-14.9167,11.9167;GW;;Gundaguê Futa-Fula
0;-14.9500,11.9333;GW;;Gundaguê Beafada
0;-14.1833,12.6333;GW;;Gundagà Segundo
0;-14.1500,12.6500;GW;;Gundagà Primeiro
0;-13.6667,12.3500;GW;;Gundagà
0;-14.2833,12.3000;GW;;Gundagà
0;-14.6500,12.1833;GW;;Gundagá
0;-16.0500,12.1833;GW;;Guncó
0;-15.7894,12.3111;GW-06;Cacheu;Gunal
0;-15.8167,12.0667;GW;;Guli
0;-15.4336,12.2458;GW-04;Oio;Gulcunhe
0;-14.8667,11.5167;GW;;Guiro Jau
0;-14.2833,12.6167;GW;;Guiro Ierò Bôcari
0;-14.0500,12.5833;GW;;Guirocunda
0;-15.9833,11.9833;GW;;Guipepe
0;-14.8667,11.3333;GW;;Guileje
0;-14.3000,11.6333;GW;;Guilege
0;-14.8333,11.5167;GW;;Guidali
0;-14.3833,12.2333;GW;;Guidale
0;-15.4261,12.5339;GW-04;Oio;Guidaje
0;-14.6167,11.8333;GW;;Guerlêel
0;-14.6333,12.1167;GW;;Guelajau
0;-14.5500,11.5333;GW;;Guelage Demba
0;-15.2667,11.3667;GW;;Guelache
0;-16.1175,12.1519;GW-06;Cacheu;Guebogue
0;-16.1000,12.1667;GW;;Guebárel
0;-15.1000,11.8167;GW;;Guebambol
0;-15.3167,11.6333;GW;;Guebambol
0;-15.3500,11.5167;GW;;Gubia Mancanha
0;-15.3500,11.5000;GW;;Gubia Mancanha
0;-15.3667,11.4833;GW;;Gubia Beafada
0;-15.6333,11.9000;GW;;Gua
0;-15.4833,12.1667;GW;;Grandumbé
0;-15.4714,12.1844;GW-04;Oio;Grancutá
0;-15.7667,11.8333;GW;;Goto
0;-16.0833,11.1667;GW;;Gôsca
0;-15.8500,11.9000;GW;;Gorse
0;-14.1333,11.7667;GW;;Gorlige
0;-14.9000,11.8667;GW;;Gonege
0;-16.1000,12.4167;GW;;Gondozinho
0;-16.1156,12.4292;GW-06;Cacheu;Gondo Grande
0;-15.7167,11.8500;GW;;Gominé
0;-14.1833,12.6167;GW;;Golérè
0;-15.4833,11.5667;GW;;Goiaba
0;-14.3500,11.6000;GW;;Gobige
0;-16.0833,11.9667;GW;;Glucar
0;-14.4667,12.1833;GW;;Giulem
0;-15.6500,11.9500;GW;;Girota
0;-15.9000,12.2500;GW;;Gipo
0;-14.6833,12.4500;GW;;Ginane
0;-14.9167,11.9333;GW;;Gidemo
0;-14.6500,12.1167;GW;;Gida
0;-15.0667,11.8667;GW;;Gentilame
0;-15.3511,12.4567;GW-04;Oio;Genicó
0;-15.3333,12.4500;GW;;Genicó
0;-14.6500,11.9333;GW;;Gengêle
0;-15.0200,12.4031;GW-04;Oio;Gendo
0;-15.0833,11.8833;GW;;Gendo
0;-16.0272,12.3672;GW-06;Cacheu;Gendem
0;-15.8386,12.2100;GW-06;Cacheu;Gel
0;-15.2903,12.4167;GW-04;Oio;Gêbacunda
0;-14.0333,12.2833;GW;;Gebacunda
0;-14.7667,12.1667;GW;;Gêba
0;-14.8667,12.0333;GW;;Gã Vicente
0;-15.3833,11.6167;GW;;Gã Vicente
0;-15.4333,12.2736;GW-04;Oio;Gã Ualia
0;-14.8000,12.1500;GW;;Gã Soares
0;-15.4833,11.5500;GW;;Gã Silá
0;-15.3500,11.7333;GW;;Gã Saúde
0;-15.4667,11.6667;GW;;Gã Saúde
0;-15.1833,11.8667;GW;;Garsene
0;-14.8167,11.8833;GW;;Garfanhapa
0;-14.9000,12.4333;GW;;Garcia
0;-15.3333,11.8667;GW;;Gã Pedro
0;-15.5286,12.4142;GW-06;Cacheu;Ganturè
0;-15.0333,11.9167;GW;;Ganturè
0;-15.4500,11.4000;GW;;Ganturè
0;-14.8667,11.2333;GW;;Ganturé
0;-15.4833,11.4000;GW;;Gantumane
0;-15.3500,11.6500;GW;;Gantongó
0;-15.2833,11.6500;GW;;Gansuleimane
0;-15.3833,11.5167;GW;;Gansuleimane
0;-15.4167,11.7167;GW;;Gansoncò
0;-15.2667,11.3333;GW;;Gansonà
0;-15.1333,11.8167;GW;;Gansene
0;-15.3833,11.6667;GW;;Gansene
0;-15.4856,12.3539;GW-04;Oio;Gansambo
0;-15.1000,11.9167;GW;;Gansambo
0;-15.1000,11.8833;GW;;Ganquélè
0;-15.0667,11.9333;GW;;Ganquecuta
0;-15.3667,11.4833;GW;;Ganjombom
0;-15.2500,11.3167;GW;;Ganjola Porto
0;-15.2333,11.3500;GW;;Ganjola Nalu
0;-15.2500,11.3333;GW;;Ganjola
0;-15.4300,12.2942;GW-04;Oio;Ganjogude
0;-15.2333,11.7833;GW;;Ganjetrà
0;-15.1500,11.8833;GW;;Ganjeque
0;-15.0500,11.9333;GW;;Ganjauarà
0;-14.9167,11.5000;GW;;Ganhegeel
0;-14.7667,12.3000;GW;;Ganhala
0;-14.8500,12.2000;GW;;Ganhagina
0;-14.8500,11.7500;GW;;Ganhà Balanta
0;-14.6333,11.7000;GW;;Gánhà
0;-15.3167,11.7000;GW;;Ganfodè Mussà
0;-15.3667,11.6500;GW;;Ganfodè Jassi
0;-15.4667,11.5500;GW;;Ganfodebá
0;-15.2667,11.8667;GW;;Ganduá Porto
0;-15.1833,11.4500;GW;;Ganduà Nalu
0;-15.2500,11.8500;GW;;Ganduá Mandinga
0;-15.2000,11.4667;GW;;Ganduà Balanta
0;-15.4333,11.4167;GW;;Gandenós
0;-14.8000,11.3667;GW;;Gandembel
0;-14.7500,12.1667;GW;;Gandemba
0;-15.1500,11.8000;GW;;Gandabò
0;-15.1000,11.8167;GW;;Gancumba
0;-15.3167,11.5500;GW;;Gancula
